20717740	20.05	14.48	145.16	2.85	
20720744	20.05	17.59	64.09	1.26	
20723600	20.05	14.50	144.64	2.84	
20726596	20.05	17.59	64.09	1.26	
20729464	20.05	14.48	145.16	2.85	
20732460	20.05	17.62	63.48	1.24	
20735360	20.05	17.98	54.02	1.06	
20738252	20.05	14.60	142.00	2.78	
20741196	20.05	14.08	155.75	3.05	
20744168	20.05	17.59	64.09	1.26	
20747076	20.05	18.13	50.12	0.98	
20749952	20.05	18.11	50.78	1.00	
20752848	20.05	14.50	144.64	2.84	
20755816	20.05	17.59	64.09	1.26	
20758736	20.05	14.48	145.16	2.85	
20761716	20.05	17.50	66.54	1.30	
20764588	20.05	14.58	142.53	2.79	
20767576	20.05	14.08	155.75	3.05	
20770532	20.05	17.62	63.48	1.24	
20773428	20.05	18.11	50.78	1.00	
20776296	20.05	18.13	50.19	0.98	
20779212	20.05	14.49	145.09	2.84	
20782176	20.05	17.62	63.48	1.24	
20785056	20.05	14.48	145.16	2.85	
20788032	20.05	17.59	64.09	1.26	
20790940	20.05	14.50	144.64	2.84	
20793896	20.05	14.08	155.75	3.05	
20796900	20.05	17.59	64.09	1.26	
20799780	20.05	18.13	50.19	0.98	
20802652	20.05	14.49	145.09	2.84	
20805624	20.05	17.59	64.09	1.26	
20808516	20.05	18.13	50.12	0.98	
20811436	20.05	18.11	50.78	1.00	
20814300	20.05	14.46	145.68	2.86	
20817272	20.05	17.64	62.86	1.23	
20820192	20.05	14.50	144.64	2.84	
20823140	20.05	17.59	64.09	1.26	
20826028	20.05	14.48	145.16	2.85	
20829032	20.05	17.50	66.54	1.30	
20831908	20.05	14.59	142.46	2.79	
20834884	20.05	14.09	155.32	3.05	
20837844	20.05	14.07	155.81	3.06	
20840816	20.05	17.59	64.09	1.26	
20843740	20.05	18.11	50.78	1.00	
20846596	20.05	14.50	144.64	2.84	
20849592	20.05	14.08	155.75	3.05	
20852564	20.05	17.59	64.09	1.26	
20855456	20.05	18.01	53.37	1.05	
20858328	20.05	14.58	142.53	2.79	
20861316	20.05	14.09	155.32	3.05	
20864292	20.05	14.08	155.75	3.05	
20867252	20.05	14.07	155.81	3.06	
20870236	20.05	17.59	64.09	1.26	
20873112	20.05	18.13	50.12	0.98	
20876008	20.05	14.50	144.64	2.84	
20878996	20.05	14.07	155.81	3.06	
20881972	20.05	14.08	155.75	3.05	
20884936	20.05	17.59	64.09	1.26	
20887816	20.05	14.50	144.64	2.84	
20890796	20.05	17.59	64.09	1.26	
20893680	20.05	14.50	144.64	2.84	
20896676	20.05	17.59	64.09	1.26	
20899580	20.05	14.48	145.16	2.85	
20902528	20.05	14.10	155.25	3.04	
20905520	20.05	17.48	67.15	1.32	
20908392	20.05	14.58	142.53	2.79	
20911396	20.05	14.09	155.32	3.05	
20914348	20.05	14.08	155.75	3.05	
20917348	20.05	17.59	64.09	1.26	
20920208	20.05	18.11	50.78	1.00	
20923116	20.05	14.50	144.64	2.84	
20926084	20.05	14.07	155.81	3.06	
