120020476	22.57	16.95	2.87	
120022924	22.57	17.02	2.83	
120025368	22.57	17.01	2.84	
120027856	22.57	21.04	0.78	
120030340	22.57	17.14	2.77	
120032784	22.57	17.01	2.84	
120035232	22.57	16.99	2.85	
120037728	22.57	17.01	2.84	
120040160	22.57	21.22	0.69	
120042656	22.57	16.99	2.85	
120045088	22.57	17.01	2.84	
120047552	22.57	16.99	2.85	
120050056	22.57	21.22	0.69	
120052488	22.57	17.01	2.84	
120054956	22.57	16.99	2.85	
120057452	22.57	21.05	0.78	
120059900	22.57	17.13	2.78	
120062364	22.57	17.01	2.84	
120064828	22.57	17.01	2.84	
120067284	22.57	16.99	2.85	
120069744	22.57	21.22	0.69	
120072240	22.57	17.01	2.84	
120074672	22.57	16.99	2.85	
120077136	22.57	17.01	2.84	
120079620	22.57	21.21	0.69	
120082084	22.57	17.01	2.84	
120084532	22.57	17.01	2.84	
120087028	22.57	21.24	0.68	
120089492	22.57	16.98	2.86	
120091944	22.57	16.99	2.85	
120094392	22.57	17.01	2.84	
120096864	22.57	21.25	0.67	
120099340	22.57	16.97	2.86	
120101804	22.57	17.01	2.84	
120104260	22.57	17.01	2.84	
120106712	22.57	16.99	2.85	
120109220	22.57	21.22	0.69	
120111648	22.57	16.99	2.85	
120114112	22.57	17.01	2.84	
120116576	22.57	21.25	0.67	
120119060	22.57	16.97	2.86	
120121536	22.57	17.01	2.84	
120123968	22.57	16.99	2.85	
120126456	22.57	21.05	0.78	
120128932	22.57	17.14	2.77	
120131368	22.57	16.99	2.85	
120133868	22.57	17.01	2.84	
120136328	22.57	21.25	0.67	
120138772	22.57	16.97	2.86	
120141224	22.57	17.01	2.84	
120143688	22.57	16.99	2.85	
120146156	22.57	17.01	2.84	
120148656	22.57	16.98	2.86	
120151124	22.57	21.24	0.68	
120153560	22.57	17.01	2.84	
120156048	22.57	21.25	0.67	
120158500	22.57	16.97	2.86	
120160944	22.57	17.01	2.84	
120163444	22.57	16.99	2.85	
120165896	22.57	21.25	0.67	
120168344	22.57	16.98	2.86	
120170836	22.57	21.24	0.68	
120173288	22.57	17.01	2.84	
120175740	22.57	17.01	2.84	
120178220	22.57	21.21	0.69	
120180664	22.57	17.01	2.84	
120183152	22.57	16.86	2.92	
120185632	22.57	21.43	0.58	
120188068	22.57	16.98	2.86	
120190560	22.57	21.25	0.67	
120192992	22.57	16.99	2.85	
120195456	22.57	21.25	0.67	
120197940	22.57	16.97	2.86	
120200416	22.57	17.01	2.84	
120202868	22.57	17.01	2.84	
120205324	22.57	16.99	2.85	
120207816	22.57	16.98	2.86	
120210276	22.57	21.24	0.68	
120212716	22.57	21.25	0.67	
120215176	22.57	17.01	2.84	
120217648	22.57	21.22	0.69	
120220140	22.57	16.99	2.85	
120222568	22.57	17.01	2.84	
120225036	22.57	21.24	0.68	
120227504	22.57	16.98	2.86	
120230028	22.57	21.08	0.76	
120232432	22.57	17.13	2.78	
120234896	22.57	17.01	2.84	
120237380	22.57	21.22	0.69	
120239824	22.57	16.99	2.85	
120242324	22.57	21.25	0.67	
120244760	22.57	21.18	0.71	
120247244	22.57	17.02	2.83	
120249708	22.57	17.01	2.84	
120252172	22.57	16.99	2.85	
120254648	22.57	17.01	2.84	
120257112	22.57	16.98	2.86	
120259544	22.57	21.24	0.68	
120262032	22.57	21.25	0.67	
120264488	22.57	17.01	2.84	
120267004	22.57	16.97	2.86	
120269440	22.57	21.25	0.67	
120271880	22.57	21.22	0.69	
120274356	22.57	17.02	2.83	
120276816	22.57	16.98	2.86	
120279268	22.57	16.99	2.85	
120281752	22.57	21.25	0.67	
120284200	22.57	17.01	2.84	
120286696	22.57	21.21	0.69	
120289124	22.57	17.01	2.84	
120291624	22.57	17.01	2.84	
120294088	22.57	21.24	0.68	
120296524	22.57	16.98	2.86	
120299024	22.57	21.22	0.69	
120301468	22.57	17.02	2.83	
120303912	22.57	17.01	2.84	
120306420	22.57	21.05	0.78	
120308880	22.57	17.13	2.78	
120311312	22.57	17.01	2.84	
120313808	22.57	21.04	0.78	
120316240	22.57	17.14	2.77	
120318724	22.57	17.01	2.84	
120321172	22.57	16.99	2.85	
120323652	22.57	17.01	2.84	
120326116	22.57	16.97	2.86	
120328568	22.57	17.01	2.84	
120331064	22.57	21.25	0.67	
120333532	22.57	16.99	2.85	
120335980	22.57	21.22	0.69	
120338448	22.57	17.01	2.84	
120340888	22.57	16.99	2.85	
120343388	22.57	21.05	0.78	
120345856	22.57	17.13	2.78	
120348308	22.57	17.01	2.84	
120350784	22.57	17.01	2.84	
120353224	22.57	16.99	2.85	
120355680	22.57	21.22	0.69	
120358164	22.57	17.01	2.84	
120360608	22.57	16.99	2.85	
120363084	22.57	17.01	2.84	
120365572	22.57	21.17	0.71	
120368028	22.57	17.03	2.83	
120370504	22.57	17.01	2.84	
120372936	22.57	16.99	2.85	
120375408	22.57	21.22	0.69	
120377884	22.57	16.99	2.85	
120380348	22.57	17.01	2.84	
120382792	22.57	17.01	2.84	
120385264	22.57	16.97	2.86	
120387764	22.57	21.25	0.67	
120390192	22.57	17.01	2.84	
120392656	22.57	16.99	2.85	
120395120	22.57	16.98	2.86	
120397584	22.57	21.24	0.68	
120400052	22.57	17.01	2.84	
120402512	22.57	17.01	2.84	
120404992	22.57	16.88	2.90	
120407480	22.57	12.82	4.98	
120409912	22.57	16.99	2.85	
120412384	22.57	21.25	0.67	
120414860	22.57	16.98	2.86	
120417308	22.57	16.99	2.85	
120419828	22.57	17.01	2.84	
120422256	22.57	21.24	0.68	
120424704	22.57	16.98	2.86	
120427168	22.57	17.01	2.84	
120429672	22.57	21.07	0.76	
120432104	22.57	17.09	2.80	
120434556	22.57	17.02	2.83	
120437024	22.57	17.01	2.84	
120439488	22.57	17.01	2.84	
120441992	22.57	16.99	2.85	
120444452	22.57	16.98	2.86	
120446888	22.57	16.99	2.85	
120449384	22.57	21.25	0.67	
120451816	22.57	17.01	2.84	
120454316	22.57	16.97	2.86	
120456744	22.57	21.25	0.67	
120459208	22.57	17.01	2.84	
120461680	22.57	16.99	2.85	
120464148	22.57	12.74	5.00	
120466612	22.57	16.99	2.85	
120469072	22.57	21.25	0.67	
120471568	22.57	16.99	2.85	
120474020	22.57	16.98	2.86	
120476464	22.57	17.01	2.84	
120478932	22.57	16.99	2.85	
120481412	22.57	17.01	2.84	
120483900	22.57	16.97	2.86	
120486328	22.57	17.01	2.84	
120488824	22.57	21.25	0.67	
120491256	22.57	16.99	2.85	
120493720	22.57	21.22	0.69	
120496216	22.57	17.01	2.84	
120498656	22.57	16.94	2.88	
120501136	22.57	17.06	2.81	
120503616	22.57	21.22	0.69	
120506048	22.57	16.99	2.85	
120508548	22.57	17.01	2.84	
120510976	22.57	21.24	0.68	
120513440	22.57	16.98	2.86	
120515904	22.57	17.01	2.84	
120518368	22.57	16.99	2.85	
120520872	22.57	17.01	2.84	
120523336	22.57	16.97	2.86	
120525768	22.57	21.25	0.67	
120528232	22.57	21.25	0.67	
120530716	22.57	16.99	2.85	
120533196	22.57	16.98	2.86	
120535644	22.57	17.01	2.84	
120538088	22.57	16.99	2.85	
120540576	22.57	21.25	0.67	
120543024	22.57	16.97	2.86	
120545524	22.57	21.25	0.67	
120547952	22.57	17.01	2.84	
120550424	22.57	21.24	0.68	
120552900	22.57	16.98	2.86	
120555356	22.57	17.01	2.84	
120557808	22.57	16.99	2.85	
120560296	22.57	17.01	2.84	
120562780	22.57	21.22	0.69	
120565216	22.57	16.97	2.86	
120567704	22.57	21.15	0.72	
120570156	22.57	17.10	2.79	
120572620	22.57	16.98	2.86	
120575068	22.57	17.01	2.84	
120577544	22.57	21.10	0.75	
120580028	22.57	17.12	2.78	
120582520	22.57	21.05	0.78	
120584928	22.57	17.13	2.78	
120587408	22.57	21.18	0.71	
120589876	22.57	17.05	2.82	
120592340	22.57	16.98	2.86	
120594784	22.57	17.01	2.84	
120597272	22.57	16.99	2.85	
120599720	22.57	21.25	0.67	
120602184	22.57	21.22	0.69	
120604668	22.57	16.99	2.85	
120607132	22.57	17.01	2.84	
120609596	22.57	16.99	2.85	
120612044	22.57	16.98	2.86	
120614528	22.57	21.25	0.67	
120617004	22.57	16.99	2.85	
120619472	22.57	21.25	0.67	
120621904	22.57	16.98	2.86	
120624396	22.57	21.24	0.68	
120626864	22.57	21.08	0.76	
120629332	22.57	17.14	2.77	
120631768	22.57	16.97	2.86	
120634224	22.57	17.01	2.84	
120636712	22.57	21.25	0.67	
120639160	22.57	16.99	2.85	
120641660	22.57	21.22	0.69	
120644088	22.57	16.99	2.85	
120646580	22.57	21.25	0.67	
120649036	22.57	17.01	2.84	
120651500	22.57	16.97	2.86	
120653976	22.57	17.01	2.84	
120656428	22.57	17.01	2.84	
120658880	22.57	16.99	2.85	
120661344	22.57	21.22	0.69	
120663828	22.57	16.99	2.85	
120666276	22.57	17.01	2.84	
120668792	22.57	21.05	0.78	
120671220	22.57	17.13	2.78	
120673684	22.57	17.01	2.84	
120676148	22.57	16.99	2.85	
120678600	22.57	17.01	2.84	
120681064	22.57	16.98	2.86	
120683564	22.57	21.24	0.68	
120686008	22.57	17.01	2.84	
120688456	22.57	17.01	2.84	
120690924	22.57	21.21	0.69	
120693404	22.57	17.01	2.84	
120695852	22.57	16.99	2.85	
120698352	22.57	17.01	2.84	
120700784	22.57	21.22	0.69	
120703268	22.57	16.99	2.85	
120705732	22.57	17.01	2.84	
120708212	22.57	17.01	2.84	
120710692	22.57	16.97	2.86	
120713128	22.57	21.25	0.67	
120715568	22.57	16.99	2.85	
120718040	22.57	21.25	0.67	
120720508	22.57	16.98	2.86	
120723004	22.57	12.74	5.00	
120725440	22.57	17.01	2.84	
120727896	22.57	16.99	2.85	
120730396	22.57	21.12	0.74	
120732860	22.57	17.09	2.80	
120735308	22.57	16.99	2.85	
120737772	22.57	17.01	2.84	
120740252	22.57	16.97	2.86	
120742688	22.57	17.01	2.84	
120745156	22.57	17.01	2.84	
120747636	22.57	21.24	0.68	
120750116	22.57	16.98	2.86	
120752544	22.57	16.99	2.85	
120755008	22.57	17.01	2.84	
120757480	22.57	17.01	2.84	
120759944	22.57	21.21	0.69	
120762440	22.57	17.01	2.84	
120764908	22.57	16.99	2.85	
120767356	22.57	17.01	2.84	
120769820	22.57	16.98	2.86	
120772264	22.57	16.99	2.85	
120774788	22.57	21.08	0.76	
120777228	22.57	17.12	2.78	
120779692	22.57	16.99	2.85	
120782160	22.57	16.90	2.90	
120784624	22.57	12.83	4.98	
120787064	22.57	21.25	0.67	
120789540	22.57	16.97	2.86	
120792004	22.57	17.01	2.84	
120794468	22.57	17.01	2.84	
120796932	22.57	16.99	2.85	
120799420	22.57	16.98	2.86	
120801868	22.57	16.99	2.85	
120804344	22.57	17.01	2.84	
120806812	22.57	21.05	0.78	
120809260	22.57	17.13	2.78	
120811736	22.57	17.01	2.84	
120814172	22.57	16.99	2.85	
120816632	22.57	17.01	2.84	
120819136	22.57	21.22	0.69	
120821568	22.57	16.99	2.85	
120824036	22.57	17.01	2.84	
120826528	22.57	17.01	2.84	
120828996	22.57	21.21	0.69	
120831460	22.57	17.01	2.84	
120833888	22.57	16.99	2.85	
120836376	22.57	17.01	2.84	
120838856	22.57	21.22	0.69	
120841292	22.57	16.99	2.85	
120843760	22.57	16.95	2.87	
120846216	22.57	21.32	0.64	
120848700	22.57	16.97	2.86	
120851164	22.57	17.01	2.84	
120853612	22.57	16.99	2.85	
120856072	22.57	17.01	2.84	
120858572	22.57	16.98	2.86	
120861020	22.57	16.99	2.85	
120863504	22.57	17.01	2.84	
120865956	22.57	21.25	0.67	
120868408	22.57	21.18	0.71	
120870884	22.57	17.02	2.83	
120873348	22.57	16.99	2.85	
120875792	22.57	16.99	2.85	
120878300	22.57	21.22	0.69	
