13734092	25.52	26.00	139.66	2.67	
13746572	25.52	25.15	136.24	2.74	
13759084	25.52	25.12	139.71	2.75	
13771568	25.52	25.17	140.28	2.75	
13784040	25.52	25.14	140.47	2.76	
13796540	25.52	26.03	141.01	2.69	
13809020	25.52	25.16	137.23	2.76	
13821496	25.52	25.14	140.78	2.77	
13833988	25.52	26.03	141.27	2.70	
13846476	25.52	26.00	137.49	2.69	
13858956	25.52	25.16	137.07	2.76	
13871460	25.52	25.98	140.51	2.69	
13883948	25.52	26.00	137.03	2.68	
13896452	25.52	25.13	136.43	2.75	
13908924	25.52	26.03	140.02	2.67	
13921436	25.52	25.12	136.18	2.74	
13933928	25.52	26.82	139.93	2.59	
13946436	25.52	25.16	132.33	2.72	
13958908	25.52	25.14	138.73	2.73	
13971404	25.52	25.15	139.21	2.74	
13983864	25.52	25.18	139.60	2.74	
13996328	25.52	26.03	139.86	2.67	
14008800	25.52	25.20	136.23	2.74	
14021292	25.52	25.19	139.59	2.74	
14033772	25.52	25.16	139.99	2.76	
14046292	25.52	25.96	140.52	2.69	
14058776	25.52	25.15	137.11	2.75	
14071248	25.52	25.14	140.46	2.76	
14083740	25.52	26.04	140.92	2.69	
14096208	25.52	25.16	137.10	2.76	
14108688	25.52	25.19	140.68	2.76	
14121180	25.52	26.03	140.94	2.69	
14133656	25.52	25.99	137.34	2.69	
14146148	25.52	26.00	136.96	2.67	
14158652	25.52	25.12	136.35	2.75	
14171128	25.52	25.19	140.01	2.75	
14183620	25.52	26.00	140.12	2.68	
14196088	25.52	25.99	136.67	2.67	
14208560	25.52	25.19	136.18	2.73	
14221052	25.52	25.19	139.43	2.74	
14233504	25.52	25.19	139.80	2.75	
14246020	25.52	26.00	140.17	2.68	
14258532	25.52	25.09	136.72	2.75	
14271004	25.52	25.19	140.46	2.75	
14283500	25.52	25.14	140.48	2.77	
14295976	25.52	25.14	141.08	2.77	
14308448	25.52	25.20	141.51	2.78	
14320932	25.52	26.04	141.66	2.71	
14333448	25.52	25.95	138.05	2.70	
14345912	25.52	25.16	137.90	2.77	
14358384	25.52	25.19	141.15	2.77	
14370892	25.52	26.01	141.41	2.70	
14383380	25.52	26.00	137.88	2.69	
14395840	25.52	25.99	137.41	2.68	
14408312	25.52	25.20	136.91	2.75	
14420804	25.52	26.03	140.12	2.68	
14433300	25.52	26.00	136.55	2.67	
14445760	25.52	25.17	136.14	2.74	
14458252	25.52	25.18	139.53	2.74	
14470724	25.52	26.02	139.85	2.67	
14483212	25.52	25.16	136.26	2.74	
14495664	25.52	25.19	139.74	2.75	
14508164	25.52	25.19	140.03	2.75	
14520656	25.52	25.14	140.39	2.76	
14533136	25.52	25.96	141.00	2.70	
14545600	25.52	25.20	137.53	2.76	
14558072	25.52	25.19	140.65	2.77	
14570596	25.52	25.99	141.05	2.70	
14583092	25.52	25.16	137.64	2.77	
14595552	25.52	25.99	141.05	2.70	
14608016	25.52	25.20	137.53	2.76	
14620508	25.52	26.02	140.74	2.69	
14632996	25.52	25.17	137.21	2.76	
14645492	25.52	25.98	140.65	2.69	
14657980	25.52	25.99	137.23	2.68	
14670448	25.52	26.00	136.67	2.67	
14682932	25.52	25.20	136.11	2.73	
14695416	25.52	25.15	139.35	2.74	
14707916	25.52	26.00	139.94	2.67	
14720400	25.52	25.16	136.31	2.74	
14732868	25.52	25.19	139.77	2.75	
14745344	25.52	25.15	140.03	2.76	
14757852	25.52	25.19	140.59	2.76	
