20991968	25.52	28.15	132.24	2.33	
20994940	25.52	24.66	118.76	2.58	
20997936	25.52	24.63	131.59	2.59	
21000912	25.52	24.63	131.98	2.59	
21003888	25.52	28.04	132.24	2.34	
21006840	25.52	24.76	119.19	2.57	
21009820	25.52	24.63	131.23	2.59	
21012792	25.52	24.63	131.97	2.59	
21015776	25.52	28.15	132.24	2.33	
21018748	25.52	24.66	118.75	2.58	
21021704	25.52	24.63	131.59	2.59	
21024668	25.52	24.63	131.97	2.59	
21027664	25.52	24.63	132.23	2.60	
21030640	25.52	24.66	132.49	2.60	
21033616	25.52	24.63	132.62	2.61	
21036592	25.52	28.11	133.01	2.35	
21039568	25.52	24.66	119.67	2.60	
21042540	25.52	24.66	132.37	2.60	
21045520	25.52	24.63	132.62	2.61	
21048528	25.52	27.96	133.00	2.36	
21051472	25.52	24.80	120.25	2.59	
21054420	25.52	24.66	131.88	2.60	
21057416	25.52	24.63	132.61	2.61	
21060428	25.52	27.96	132.99	2.36	
21063368	25.52	24.80	120.25	2.59	
21066320	25.52	24.66	131.87	2.60	
21069292	25.52	24.63	132.61	2.61	
21072312	25.52	27.96	132.99	2.36	
21075264	25.52	24.80	120.25	2.59	
21078228	25.52	24.67	131.87	2.60	
21081252	25.52	24.63	132.60	2.61	
21084200	25.52	28.15	132.99	2.34	
21087168	25.52	24.63	119.52	2.60	
21090140	25.52	28.19	132.47	2.33	
21093092	25.52	24.63	118.84	2.59	
21096116	25.52	27.96	131.94	2.34	
21099076	25.52	24.76	119.19	2.57	
21102040	25.52	24.70	130.95	2.58	
21105020	25.52	24.63	131.44	2.59	
21107996	25.52	24.63	131.94	2.59	
21110972	25.52	24.63	132.20	2.60	
21113964	25.52	28.00	132.47	2.34	
21116912	25.52	24.80	119.57	2.58	
21119868	25.52	24.63	131.34	2.59	
21122864	25.52	24.63	132.20	2.60	
21125840	25.52	28.19	132.46	2.33	
21128796	25.52	24.63	118.83	2.59	
21131800	25.52	24.63	131.93	2.59	
21134768	25.52	28.15	132.19	2.33	
21137732	25.52	24.66	118.71	2.58	
21140720	25.52	24.63	131.54	2.59	
21143696	25.52	28.15	131.93	2.32	
21146652	25.52	24.63	118.45	2.58	
21149640	25.52	24.66	131.40	2.58	
21152616	25.52	28.15	131.54	2.32	
21155572	25.52	24.63	118.17	2.57	
21158572	25.52	28.11	131.14	2.31	
21161532	25.52	24.70	117.80	2.56	
21164512	25.52	24.63	130.37	2.57	
21167492	25.52	28.15	130.87	2.30	
21170468	25.52	24.63	117.39	2.56	
21173448	25.52	24.66	130.35	2.56	
21176424	25.52	28.15	130.49	2.30	
21179372	25.52	24.63	117.12	2.55	
21182392	25.52	24.63	130.09	2.56	
21185344	25.52	28.11	130.35	2.29	
21188312	25.52	24.70	117.02	2.54	
21191268	25.52	24.63	129.58	2.55	
21194272	25.52	24.63	130.07	2.56	
21197264	25.52	24.66	130.35	2.56	
21200240	25.52	24.63	130.48	2.57	
21203200	25.52	28.15	130.86	2.30	
21206176	25.52	24.63	117.39	2.56	
21209124	25.52	24.67	130.35	2.56	
21212092	25.52	24.63	130.47	2.57	
21215112	25.52	24.63	130.86	2.57	
21218088	25.52	27.96	131.12	2.32	
21221040	25.52	24.83	118.38	2.55	
21223996	25.52	24.63	129.87	2.57	
21226996	25.52	24.63	130.85	2.57	
21229968	25.52	24.63	131.12	2.58	
21232960	25.52	28.00	131.38	2.32	
21235920	25.52	24.80	118.49	2.55	
21238892	25.52	24.63	130.25	2.57	
21241872	25.52	24.63	131.11	2.58	
21244844	25.52	24.66	131.38	2.58	
21247808	25.52	24.63	131.51	2.59	
21250772	25.52	24.63	131.90	2.59	
21253792	25.52	24.63	132.16	2.60	
21256744	25.52	24.66	132.42	2.60	
21259712	25.52	28.15	132.55	2.34	
21262688	25.52	24.63	119.20	2.59	
21265648	25.52	24.63	132.16	2.60	
21268644	25.52	24.66	132.42	2.60	
21271624	25.52	28.11	132.56	2.34	
21274596	25.52	24.66	119.34	2.59	
21277556	25.52	24.63	132.04	2.60	
21280536	25.52	24.66	132.42	2.60	
21283536	25.52	27.96	132.55	2.35	
21286488	25.52	24.80	119.93	2.58	
21289464	25.52	24.63	131.55	2.60	
